X,Y,POA_CODE,
130.843732383344,-12.4617910629012,0800
130.876643144593,-12.3697861280969,0810
130.914493048488,-12.3776758089896,0812
130.864977520998,-12.4233994612121,0820
132.983590797447,-13.0307740295878,0822
130.939582951944,-12.428266257081,0828
131.001838615629,-12.4492339127844,0829
131.154350654142,-12.3463342432549,0830
130.984459329384,-12.5158256941121,0832
131.05039850562,-12.4951932625855,0835
131.136262954935,-12.5620633262464,0836
131.121761175422,-12.6603302026429,0837
131.008415901541,-12.6614349115342,0838
130.61037734446,-12.9947893416178,0840
130.969743307575,-12.8193007119121,0841
131.030297148962,-13.0531203590768,0845
131.110764114598,-13.2363345096308,0846
131.826192251194,-13.8235744204135,0847
132.271057036814,-14.4406826308732,0850
132.910968409172,-16.4803593617076,0852
132.379269843736,-14.5312279200107,0853
136.308658614518,-16.0703423166708,0854
134.187069027362,-19.6548001178344,0860
136.7181296018,-18.5994625407872,0862
133.854752280296,-23.7350189167601,0870
130.483751665714,-24.0092923463546,0872
136.673264369484,-12.2244411402063,0880
136.419022289259,-13.8487443506135,0885
132.837007131595,-12.6694574873357,0886
151.207973357546,-33.8681253213573,2000
151.18700539701,-33.8876118411037,2006
151.19795276405,-33.8802525578652,2007
151.196685820737,-33.8883133107477,2008
151.19353043325,-33.8690100770603,2009
151.214916949431,-33.8825797269974,2010
151.224078763346,-33.8701335583128,2011
151.193053355855,-33.9081385700687,2015
151.206587723201,-33.8930999216181,2016
151.20777857413,-33.9030294029605,2017
151.209055446236,-33.9264589265469,2018
151.207865607446,-33.9524271728352,2019
151.181979991682,-33.9401545015078,2020
151.228202298021,-33.893061714077,2021
151.249252311245,-33.8958842359035,2022
151.255624000578,-33.8807666032257,2023
151.261530857833,-33.9032559915177,2024
151.24367393962,-33.8867899020206,2025
151.272307510436,-33.8894849334858,2026
151.241388350739,-33.8720458563235,2027
151.243543788839,-33.8778229355782,2028
151.269285497193,-33.8738815342821,2029
151.278466251216,-33.8574810169602,2030
151.243871895191,-33.915003848776,2031
151.228338905726,-33.925864092747,2032
151.219078072254,-33.912679670804,2033
151.254512685733,-33.9244881206577,2034
151.239219301044,-33.9429807714584,2035
151.238956782862,-33.9708966568136,2036
151.185268640253,-33.8787862903417,2037
151.17135546198,-33.8808266594718,2038
151.173254339599,-33.8633732334309,2039
151.157759953017,-33.8771565559485,2040
151.181980634588,-33.8565394727821,2041
